,F0,F1,F2,F3,F4
56443,6,4,6,6,1
56444,3,0,5,9,5
56445,0,2,9,8,4
56446,7,1,2,6,4
56447,1,3,5,2,2
56448,7,0,0,3,0
56449,8,4,7,3,8
56450,0,0,7,9,6
56451,5,3,1,9,0
56452,2,8,8,3,6
56453,0,8,0,7,9
56454,0,7,0,2,1
56455,4,6,9,5,6
56456,8,5,0,4,9
56457,7,1,6,0,1
56458,6,2,8,5,3
56459,6,2,3,0,7
56460,6,2,3,2,4
56461,6,5,3,6,8
56462,7,9,8,3,2
56463,9,8,2,2,0
56464,9,2,5,0,3
56465,4,8,6,3,6
56466,6,7,1,3,7
56467,4,2,9,1,3
56468,0,9,4,0,5
56469,0,4,1,2,8
56470,1,4,6,7,7
56471,3,6,9,7,2
56472,0,8,2,6,9
56473,6,8,1,8,3
56474,9,1,3,2,0
56475,2,5,7,6,3
56476,6,8,1,8,4
56477,3,4,4,5,9
56478,9,8,8,8,6
56479,0,5,5,7,7
56480,7,9,9,2,2
56481,2,7,3,0,7
56482,8,5,4,9,5
56483,6,8,0,1,4
56484,2,1,1,2,2
56485,0,8,1,2,5
56486,2,6,3,7,3
56487,1,6,6,4,4
56488,1,9,4,9,4
56489,4,5,3,5,8
56490,4,9,8,7,9
56491,5,6,9,1,5
56492,6,9,8,9,1
56493,6,3,3,4,8
56494,3,5,3,9,0
56495,3,3,3,4,3
56496,0,4,9,7,1
56497,1,0,1,1,2
56498,5,9,8,7,8
56499,9,5,5,9,9
56500,4,3,4,8,1
56501,3,1,4,8,3
56502,4,4,1,7,8
56503,6,0,6,2,9
56504,3,9,7,4,0
56505,6,8,0,4,6
56506,7,7,6,4,5
56507,0,6,1,3,1
56508,9,3,5,9,7
56509,4,8,5,4,7
56510,5,3,0,9,0
56511,5,1,5,6,8
56512,1,2,5,5,5
56513,1,0,9,8,5
56514,8,8,4,5,1
56515,9,6,1,5,9
56516,4,3,1,5,3
56517,2,2,4,7,6
56518,6,5,7,9,4
56519,1,7,9,9,1
56520,3,3,4,3,6
56521,1,6,9,7,4
56522,6,2,1,5,4
56523,0,1,3,5,3
56524,0,0,4,5,9
56525,0,4,4,9,7
56526,0,1,6,3,7
56527,6,1,2,6,4
56528,4,3,4,2,7
56529,7,3,4,5,1
56530,5,7,2,6,9
56531,3,7,8,0,5
56532,2,3,2,8,5
56533,3,6,6,8,5
56534,8,3,2,7,1
56535,7,5,5,8,9
56536,8,2,8,8,6
56537,6,4,4,6,7
56538,9,5,9,2,0
56539,2,5,9,0,8
56540,3,4,2,7,8
56541,4,7,8,9,0
56542,0,2,2,4,9
56543,0,4,7,5,6
56544,2,6,3,1,7
56545,9,8,7,5,0
56546,5,5,2,6,7
56547,7,2,8,0,6
56548,1,5,0,9,7
56549,8,8,6,6,0
56550,7,1,5,0,6
56551,4,1,4,1,3
56552,2,1,0,2,7
56553,6,0,8,9,3
56554,6,0,8,2,6
56555,6,2,7,5,2
56556,9,1,0,8,4
56557,7,3,7,4,9
56558,7,2,5,9,3
56559,2,6,8,7,4
56560,9,0,1,1,5
56561,6,6,8,9,0
56562,8,3,5,6,2
56563,1,6,0,7,9
56564,6,9,2,5,7
56565,6,0,4,8,5
56566,0,7,1,7,7
56567,2,5,0,0,4
56568,1,2,9,3,9
56569,8,5,0,3,4
56570,2,1,4,9,0
56571,7,7,4,1,7
56572,8,6,1,5,9
56573,8,5,6,3,4
56574,6,8,9,9,4
56575,8,6,8,9,6
56576,3,5,1,7,7
56577,2,0,8,3,8
56578,0,4,5,5,4
56579,9,6,1,5,8
56580,9,1,3,0,6
56581,1,3,3,5,5
56582,3,3,3,5,0
56583,7,0,1,6,6
56584,4,7,7,3,1
56585,1,4,6,5,5
56586,7,7,3,4,6
56587,6,9,9,4,4
56588,7,5,9,5,7
56589,7,7,4,0,0
56590,3,8,7,6,7
56591,8,1,7,5,0
56592,9,3,9,4,0
56593,9,9,4,0,2
56594,9,8,0,0,6
56595,9,8,8,0,2
56596,8,7,7,2,5
56597,4,0,8,8,9
56598,8,9,5,8,5
56599,0,4,9,5,0
56600,4,7,3,1,1
56601,8,3,6,8,7
56602,1,1,3,7,7
56603,2,9,1,9,7
56604,7,0,1,5,8
56605,8,9,8,6,4
56606,6,6,1,4,6
56607,1,7,1,8,2
56608,3,5,2,6,5
56609,1,3,3,8,5
56610,3,3,3,2,7
56611,7,5,5,7,2
56612,1,3,6,0,5
56613,7,8,5,5,1
56614,7,9,0,6,7
56615,1,3,7,7,5
56616,7,3,0,3,4
56617,5,9,1,4,4
56618,6,8,8,3,5
56619,0,3,4,3,9
56620,7,4,0,3,0
56621,8,1,7,3,6
56622,8,0,0,6,2
56623,9,1,5,9,3
56624,8,8,2,7,8
56625,4,1,4,8,1
56626,3,3,1,2,7
56627,6,3,0,2,4
56628,3,9,3,9,6
56629,4,1,2,0,7
56630,6,0,0,5,0
56631,4,3,1,2,7
56632,5,6,6,2,7
56633,7,9,5,5,9
56634,5,0,0,2,8
56635,7,5,7,1,6
56636,4,3,4,2,1
56637,4,9,4,8,0
56638,3,2,5,9,6
56639,8,7,6,7,1
56640,7,5,5,4,5
56641,5,0,3,9,4
56642,7,5,1,1,3
56643,2,8,0,1,3
56644,3,2,2,5,0
56645,0,6,9,2,8
56646,1,6,3,1,0
56647,2,3,7,9,4
56648,5,7,7,2,6
56649,6,6,3,0,9
56650,4,5,4,0,0
56651,2,8,9,2,2
56652,6,6,2,0,8
56653,6,6,4,1,5
56654,2,9,2,6,8
56655,3,6,5,5,2
56656,4,8,2,6,4
56657,0,0,8,7,3
56658,0,9,2,2,4
56659,2,7,6,4,1
56660,5,2,5,7,4
56661,5,2,2,1,0
56662,0,7,8,8,5
56663,0,4,7,8,3
56664,4,3,0,7,4
56665,9,1,6,3,8
56666,3,6,7,1,2
56667,5,9,9,8,4
56668,0,6,9,4,5
56669,7,0,9,1,6
56670,8,7,7,2,8
56671,0,6,1,7,4
56672,9,1,1,8,3
56673,0,5,4,0,5
56674,2,3,5,8,2
56675,7,2,6,1,3
56676,2,7,9,4,6
56677,8,2,4,5,6
56678,2,5,8,5,7
56679,2,4,9,3,2
56680,5,3,9,7,7
56681,8,2,5,0,3
56682,0,0,7,9,2
56683,5,3,1,8,2
56684,6,8,7,5,7
56685,2,1,5,3,3
56686,2,1,1,0,3
56687,7,8,5,0,5
56688,6,5,9,2,8
56689,1,5,3,4,6
56690,6,6,7,8,8
56691,1,0,5,7,4
56692,7,5,6,1,4
56693,1,1,5,3,0
56694,0,0,7,7,8
56695,2,6,5,9,2
56696,4,2,8,6,4
56697,2,2,3,2,7
56698,7,8,9,8,4
56699,9,4,6,7,4
56700,7,3,3,0,8
56701,9,9,7,9,6
56702,4,0,7,5,7
56703,3,0,4,0,7
56704,4,1,1,2,7
56705,6,8,0,3,6
56706,0,2,9,2,7
56707,2,4,6,6,0
56708,6,2,0,9,0
56709,0,7,8,7,1
56710,8,4,1,6,9
56711,0,7,1,6,4
56712,5,3,2,5,2
56713,6,4,6,8,5
56714,5,5,2,6,5
56715,4,2,4,4,8
56716,2,2,4,0,0
56717,0,0,4,8,7
56718,0,1,5,2,7
56719,0,5,8,4,4
56720,8,8,4,2,6
56721,5,1,4,5,3
56722,6,0,2,3,6
56723,7,4,5,4,8
56724,6,4,2,3,4
56725,8,1,7,1,9
56726,7,5,9,1,2
56727,0,3,3,2,3
56728,7,6,1,1,8
56729,7,4,2,0,6
56730,8,7,4,2,8
56731,3,1,5,2,3
56732,4,0,3,5,6
56733,0,5,8,7,5
56734,6,5,8,4,9
56735,2,5,5,9,7
56736,9,2,7,4,7
56737,2,0,3,4,2
56738,8,6,5,7,5
56739,2,0,7,8,7
56740,9,3,5,6,4
56741,7,4,4,4,3
56742,6,2,5,3,3
56743,8,8,7,1,7
56744,4,6,1,4,7
56745,4,5,6,8,4
56746,6,7,5,2,0
56747,0,2,6,9,6
56748,8,3,9,4,7
56749,4,4,6,0,2
56750,5,6,6,7,2
56751,8,9,8,2,0
56752,9,5,1,4,7
56753,1,1,2,8,8
56754,8,0,3,4,5
56755,7,7,0,6,3
56756,0,9,6,3,1
56757,3,5,4,4,6
56758,1,7,0,2,9
56759,6,2,0,8,1
56760,5,3,1,0,2
56761,3,2,0,5,1
56762,3,8,5,7,4
56763,2,4,9,4,6
56764,5,0,0,1,9
56765,7,3,7,3,0
56766,3,9,7,9,4
56767,2,2,9,8,9
56768,8,8,4,0,9
56769,0,5,9,3,8
56770,5,9,7,5,3
56771,8,1,8,7,3
56772,7,0,4,8,9
56773,3,7,9,0,9
56774,5,8,3,8,8
56775,2,3,0,9,5
56776,9,1,0,8,2
56777,6,8,9,9,1
56778,4,4,3,6,3
56779,9,1,0,2,6
56780,5,9,7,6,0
56781,7,7,8,4,3
56782,0,8,0,5,5
56783,0,7,3,1,2
56784,0,0,6,0,9
56785,3,0,4,7,1
56786,3,1,8,3,7
56787,1,2,5,2,6
56788,7,2,0,0,3
56789,6,4,7,7,1
56790,7,9,2,6,0
56791,5,9,2,6,7
56792,2,9,2,0,6
56793,0,1,6,3,7
56794,3,1,9,5,6
56795,9,8,0,7,9
56796,7,2,0,7,1
56797,2,8,2,8,3
56798,7,7,6,8,7
56799,7,2,3,6,7
56800,8,8,6,5,3
56801,0,2,6,8,6
56802,3,0,8,5,0
56803,2,5,0,2,2
56804,2,3,9,4,0
56805,6,7,1,9,6
56806,1,4,1,7,7
56807,0,6,8,7,2
56808,2,7,4,0,5
56809,1,7,8,6,1
56810,6,0,2,9,4
56811,3,2,8,2,8
56812,9,8,6,0,1
56813,9,0,9,8,2
56814,0,9,0,7,9
56815,3,5,6,3,2
56816,9,6,5,8,3
56817,3,8,6,1,1
56818,7,4,3,6,5
56819,3,1,2,8,8
56820,2,2,3,5,8
56821,5,7,9,3,3
56822,8,0,8,5,9
56823,2,2,5,7,1
56824,2,9,1,0,2
56825,4,0,5,0,8
56826,9,0,6,5,0
56827,8,5,0,1,0
56828,6,5,8,2,6
56829,9,1,1,4,6
56830,3,7,0,7,7
56831,9,1,9,7,9
56832,1,6,6,7,3
56833,8,2,3,7,6
56834,8,2,4,0,9
56835,9,2,0,6,4
56836,7,1,2,4,6
56837,8,6,3,1,0
56838,1,9,6,9,2
56839,7,3,1,6,8
56840,1,2,0,5,2
56841,6,9,4,5,9
56842,2,4,0,4,6
56843,0,7,6,0,8
56844,9,5,3,5,6
56845,3,1,1,0,7
56846,2,3,8,1,4
56847,7,1,1,6,3
56848,8,3,9,7,7
56849,0,2,0,0,3
56850,8,6,8,1,1
56851,8,5,7,3,7
56852,4,4,7,1,7
56853,1,1,8,0,2
56854,1,2,6,4,3
56855,7,0,8,0,9
56856,9,4,6,3,8
56857,5,6,5,3,2
56858,0,9,2,7,1
56859,5,3,3,9,5
56860,0,7,8,2,8
56861,9,8,0,8,5
56862,9,4,9,9,9
56863,7,0,7,4,0
56864,9,2,8,4,6
56865,3,8,9,5,5
56866,1,1,8,0,9
56867,3,2,5,6,2
56868,4,5,8,9,6
56869,0,9,4,9,7
56870,5,5,0,4,6
56871,7,4,4,0,7
56872,8,8,3,0,5
56873,0,8,9,1,6
56874,1,1,5,4,6
56875,2,0,7,3,8
56876,6,4,9,2,6
56877,9,8,5,6,7
56878,3,6,7,3,3
56879,0,7,0,5,4
56880,9,1,2,9,8
56881,5,0,3,4,1
56882,6,5,2,5,2
56883,9,1,9,3,3
56884,5,2,3,4,8
56885,0,5,4,9,4
56886,5,3,2,0,5
56887,6,3,3,6,2
56888,9,0,6,9,8
56889,1,3,1,4,8
56890,5,2,5,4,1
56891,3,0,4,4,0
56892,5,8,1,2,1
56893,0,0,0,2,7
56894,9,4,5,7,2
56895,5,5,4,4,1
56896,7,7,5,5,4
56897,6,3,3,6,7
56898,8,2,1,5,5
56899,7,9,6,5,8
56900,4,3,4,1,0
56901,7,8,4,1,2
56902,6,3,3,5,7
56903,1,4,3,2,3
56904,9,6,8,8,8
56905,6,6,8,8,0
56906,4,5,9,2,7
56907,7,5,1,3,8
56908,3,7,6,5,8
56909,7,9,9,0,5
56910,3,7,8,6,2
56911,3,3,8,4,9
56912,2,3,3,2,4
56913,3,7,4,2,5
56914,5,7,7,9,4
56915,6,2,0,6,7
56916,4,8,8,1,0
56917,8,7,6,1,0
56918,1,9,8,3,6
56919,5,8,6,6,5
56920,4,7,7,6,8
56921,2,2,8,6,2
56922,6,1,9,2,5
56923,1,8,0,3,5
56924,5,2,7,9,8
56925,5,8,6,6,7
56926,6,8,8,3,0
56927,5,4,6,4,5
56928,1,9,0,5,3
56929,1,2,5,6,6
56930,0,4,5,0,0
56931,4,1,4,3,2
56932,3,1,8,3,7
56933,1,1,8,8,1
56934,6,0,5,0,3
56935,2,1,3,5,0
56936,1,7,3,5,0
56937,9,4,2,3,3
56938,4,2,7,7,0
56939,9,8,3,9,6
56940,3,1,5,2,6
56941,0,3,8,6,0
56942,1,3,7,0,1
56943,5,5,2,8,9
56944,2,6,0,9,7
56945,6,7,5,6,9
56946,6,7,9,3,6
56947,2,3,3,9,7
56948,3,4,6,9,3
56949,4,2,1,0,2
56950,6,4,8,7,9
56951,7,7,4,5,1
56952,2,9,1,3,9
56953,4,5,8,2,0
56954,8,3,1,1,7
56955,2,7,9,3,6
56956,7,1,7,5,7
56957,6,9,0,1,9
56958,1,1,8,1,3
56959,5,1,9,7,2
56960,4,0,7,4,3
56961,0,0,4,7,4
56962,4,3,3,9,6
56963,0,8,7,4,0
56964,8,1,7,4,1
56965,2,2,1,8,0
56966,8,4,0,9,3
56967,3,8,4,2,8
56968,7,0,1,7,1
56969,0,1,8,6,4
56970,6,5,7,2,5
56971,2,3,5,7,4
56972,4,6,2,8,9
56973,4,2,9,8,5
56974,9,1,8,3,2
56975,7,3,4,6,7
56976,3,0,0,7,5
56977,8,1,3,8,3
56978,6,2,0,7,7
56979,4,6,2,3,5
56980,0,4,6,4,0
56981,3,3,0,3,9
56982,8,8,2,6,0
56983,8,5,1,9,5
56984,5,4,1,5,1
56985,5,7,4,0,9
56986,4,1,1,8,1
56987,3,9,9,4,1
56988,0,7,4,9,7
56989,5,6,0,1,9
56990,0,5,1,6,7
56991,4,2,0,7,8
56992,6,9,9,1,8
56993,3,9,0,9,4
56994,9,8,6,8,6
56995,0,6,5,6,5
56996,7,8,7,8,0
56997,4,6,1,8,9
56998,1,4,8,1,6
56999,6,4,2,4,5
57000,9,7,8,3,6
57001,8,5,4,3,1
57002,4,6,2,3,0
57003,4,4,3,7,5
57004,3,2,6,9,9
57005,6,1,8,8,5
57006,5,0,4,6,0
57007,5,3,4,5,9
57008,4,7,8,4,0
57009,9,0,1,0,9
57010,4,2,8,5,3
57011,2,6,9,0,3
57012,1,5,6,5,9
57013,1,5,2,2,9
57014,8,5,6,1,4
57015,2,0,5,3,9
57016,6,5,2,6,5
57017,5,0,0,6,2
57018,3,0,5,3,8
57019,0,9,2,4,8
57020,0,8,2,5,3
57021,5,6,6,9,7
57022,1,3,7,4,5
57023,0,8,3,1,3
57024,2,2,4,5,5
57025,9,6,6,8,1
57026,6,2,1,3,5
57027,0,3,0,6,8
57028,6,5,6,6,0
57029,4,1,6,2,1
57030,0,1,3,6,5
57031,1,7,2,7,4
57032,4,2,1,4,0
57033,6,7,2,6,2
57034,7,3,0,0,2
57035,4,6,2,2,6
57036,2,4,1,1,2
57037,2,9,4,6,3
57038,0,0,4,9,1
57039,8,1,8,8,3
57040,5,3,1,4,5
57041,3,2,9,2,5
57042,4,6,0,3,1
57043,6,3,3,0,8
57044,8,0,7,4,4
57045,6,3,5,5,6
57046,0,5,7,2,9
57047,8,4,7,4,9
57048,9,1,2,3,4
57049,8,8,3,3,7
57050,2,6,2,0,9
57051,9,7,3,8,0
57052,6,8,8,2,7
57053,6,0,7,9,6
57054,5,7,0,5,0
57055,8,5,1,1,3
57056,0,1,1,4,5
57057,4,4,7,8,1
57058,8,7,1,3,0
57059,5,6,1,0,7
57060,4,6,0,1,3
57061,4,1,1,2,3
57062,4,9,1,8,5
57063,8,5,8,0,2
57064,0,7,6,2,3
57065,4,5,9,8,8
57066,1,4,6,1,1
57067,5,9,2,3,0
57068,3,3,8,0,8
57069,0,4,3,3,6
57070,3,9,2,6,6
57071,7,0,8,4,6
57072,3,2,0,6,0
57073,9,2,6,5,3
57074,7,4,9,2,9
57075,7,4,6,2,6
57076,5,9,3,8,7
57077,8,8,7,1,3
57078,5,4,4,5,9
57079,7,7,2,7,0
57080,4,2,7,5,4
57081,5,1,5,4,6
57082,8,2,6,8,8
57083,9,6,9,8,0
57084,8,5,0,3,9
57085,9,3,3,4,4
57086,0,6,7,6,1
57087,3,0,2,5,0
57088,8,1,0,9,8
57089,2,4,9,5,2
57090,6,0,2,3,6
57091,0,7,3,0,0
57092,1,9,1,8,1
57093,2,0,7,5,3
57094,7,0,7,8,2
57095,3,2,5,9,2
57096,3,8,2,0,7
57097,8,1,6,5,4
57098,1,0,8,1,8
57099,6,3,7,6,9
57100,2,5,8,5,9
57101,3,0,4,7,1
57102,4,5,7,8,3
57103,0,6,1,8,3
57104,0,7,6,6,6
57105,7,4,7,8,3
57106,8,1,5,9,2
57107,8,5,1,6,6
57108,7,2,7,8,4
57109,5,9,5,2,2
57110,3,1,9,5,9
57111,9,7,6,7,9
57112,5,0,2,2,5
57113,9,4,1,5,3
57114,8,8,5,3,5
57115,5,7,5,9,3
57116,6,8,5,8,6
57117,6,0,2,4,5
57118,7,9,0,7,9
57119,7,8,8,6,2
57120,0,7,2,8,3
57121,6,3,3,3,0
57122,0,8,3,9,6
57123,9,4,0,8,9
57124,6,4,2,9,2
57125,9,9,9,1,7
57126,8,0,1,2,8
57127,8,6,1,3,8
57128,1,5,2,1,0
57129,6,0,4,7,4
57130,9,6,2,7,6
57131,5,2,4,6,6
57132,7,6,6,0,9
57133,9,5,2,0,4
57134,9,7,9,1,3
57135,6,8,2,7,5
57136,6,1,2,2,5
57137,9,1,8,7,9
57138,2,4,9,6,2
57139,8,1,6,5,1
57140,0,2,4,6,4
57141,8,7,4,7,7
57142,0,3,5,1,6
57143,8,1,1,3,8
57144,2,9,3,7,2
57145,2,7,8,1,0
57146,1,7,9,9,1
57147,5,8,0,8,3
57148,0,8,9,3,1
57149,5,3,1,1,6
57150,1,5,6,8,8
57151,5,7,8,5,5
57152,8,1,2,6,2
57153,3,4,9,1,6
57154,3,1,8,9,9
57155,3,7,0,9,3
57156,9,4,9,6,2
57157,1,2,5,7,3
57158,1,7,7,4,8
57159,0,0,4,6,8
57160,0,8,6,5,4
57161,7,6,3,7,0
57162,4,4,6,7,8
57163,6,2,4,9,9
57164,0,1,1,6,5
57165,2,5,9,6,7
57166,3,8,4,2,7
57167,9,3,9,7,9
57168,0,0,0,4,4
57169,5,1,6,3,6
57170,0,5,5,7,2
57171,0,2,9,6,4
57172,7,9,1,8,9
57173,2,5,9,8,5
57174,0,1,2,9,1
57175,3,4,8,8,3
57176,6,8,9,5,2
57177,6,6,2,8,4
57178,4,6,5,3,0
57179,0,1,1,6,4
57180,6,2,9,7,2
57181,5,7,5,1,4
57182,7,2,6,4,6
57183,2,9,0,1,5
57184,9,3,3,8,5
57185,3,0,0,5,2
57186,7,8,3,5,1
57187,7,8,7,3,0
57188,7,5,1,6,4
57189,9,5,5,9,2
57190,4,9,5,3,0
57191,8,0,3,1,7
57192,3,1,9,9,4
57193,4,1,1,1,6
57194,7,0,5,7,1
57195,4,1,8,8,8
57196,9,0,3,8,5
57197,5,5,2,1,4
57198,8,5,2,5,2
57199,8,9,2,5,9
57200,8,4,5,5,1
57201,8,3,9,8,7
57202,0,7,5,1,9
57203,4,1,3,0,9
57204,7,3,7,9,8
57205,7,9,6,4,4
57206,0,1,4,3,3
57207,2,4,3,8,5
57208,2,6,7,0,9
57209,6,8,8,2,2
57210,1,3,9,6,3
57211,5,1,1,8,5
57212,0,6,2,6,8
57213,8,9,0,8,5
57214,0,6,2,3,6
57215,0,6,2,9,8
57216,4,1,4,8,6
57217,0,3,7,1,4
57218,0,7,4,2,1
57219,7,2,8,1,4
57220,2,5,1,2,6
57221,9,8,9,4,5
57222,0,2,5,2,5
57223,5,6,4,9,4
57224,4,6,5,4,0
57225,5,1,6,1,2
57226,1,6,1,7,9
57227,0,9,4,1,9
57228,6,3,7,7,0
57229,9,2,0,4,8
57230,1,0,5,0,3
57231,8,4,0,2,1
57232,9,5,8,0,6
57233,3,8,4,8,0
57234,3,1,3,4,0
57235,4,8,2,8,4
57236,8,1,3,2,3
57237,1,4,1,3,0
57238,0,5,7,1,0
57239,1,6,2,0,8
57240,4,1,2,2,2
57241,8,9,3,7,6
57242,1,5,9,6,7
57243,8,3,9,0,9
57244,9,4,1,2,5
57245,0,6,2,5,1
57246,1,2,4,6,6
57247,0,0,7,5,4
57248,3,1,0,5,7
57249,7,0,4,3,1
57250,5,0,3,6,1
57251,2,6,7,1,2
57252,6,3,5,8,8
57253,5,4,3,6,2
57254,2,4,9,5,4
57255,7,1,5,1,1
57256,4,8,5,4,8
57257,6,1,0,5,1
57258,5,9,7,0,5
57259,9,8,6,1,1
57260,7,8,3,7,7
57261,5,5,1,4,9
57262,6,3,3,8,7
57263,1,3,5,9,0
57264,8,4,4,3,9
57265,4,5,0,7,3
57266,1,2,5,0,6
57267,3,4,4,7,9
57268,8,3,8,2,9
57269,9,7,6,9,6
57270,0,0,2,5,6
57271,8,4,1,3,6
57272,3,7,3,4,7
57273,0,0,2,3,2
57274,3,6,2,5,9
57275,2,7,8,1,2
57276,7,3,7,9,3
57277,6,7,0,9,0
57278,7,5,3,5,3
57279,1,6,8,1,5
57280,9,3,0,1,4
57281,6,1,6,5,4
57282,3,7,0,9,3
57283,9,0,6,0,7
57284,7,8,3,1,6
57285,8,3,9,1,1
57286,5,5,3,0,8
57287,1,7,5,0,9
57288,6,2,3,3,9
57289,1,9,3,1,0
57290,1,3,0,4,5
57291,5,9,4,1,2
57292,9,8,1,2,8
57293,5,4,8,3,9
57294,3,7,6,5,1
57295,9,8,9,1,9
57296,7,2,6,4,1
57297,9,7,1,9,1
57298,7,8,5,0,7
57299,0,3,0,8,2
57300,3,7,0,2,4
57301,5,9,9,2,6
57302,8,9,5,7,9
57303,2,0,9,0,9
57304,9,4,8,8,2
57305,0,2,3,2,7
57306,6,1,8,7,8
57307,1,6,0,7,9
57308,5,7,3,0,2
57309,0,4,0,8,1
57310,0,4,7,6,8
57311,3,7,4,0,0
57312,8,5,0,1,8
57313,5,9,2,1,7
57314,4,7,1,0,0
57315,6,3,2,1,9
57316,3,2,7,6,0
57317,0,4,7,0,2
57318,6,6,4,9,6
57319,9,1,6,8,5
57320,0,1,2,6,3
57321,3,2,5,3,7
57322,8,4,6,1,6
57323,0,2,2,9,0
57324,4,7,4,8,3
57325,7,0,7,6,1
57326,9,9,1,6,1
57327,7,0,5,7,8
57328,5,9,3,5,2
57329,8,2,2,8,8
57330,1,5,7,4,2
57331,3,4,5,5,1
57332,7,2,8,2,4
57333,9,9,6,4,9
57334,3,0,7,5,4
57335,0,6,6,2,4
57336,4,4,2,4,5
57337,1,8,2,8,9
57338,5,1,3,2,2
57339,0,4,1,6,1
57340,2,8,6,0,4
57341,2,0,0,5,9
57342,3,9,1,0,8
57343,1,9,1,2,4
57344,2,2,7,4,9
57345,0,0,6,1,8
57346,8,0,4,8,1
57347,0,3,8,5,0
57348,5,9,9,5,0
57349,8,5,7,4,2
57350,5,8,0,4,2
57351,2,6,6,6,3
57352,6,1,3,0,0
57353,0,8,4,9,4
57354,0,7,9,0,8
57355,4,5,3,8,8
57356,2,5,3,5,3
57357,3,8,3,9,4
57358,7,5,8,3,4
57359,1,3,7,0,4
57360,5,7,2,3,7
57361,3,7,5,3,4
57362,6,6,4,7,9
57363,5,1,4,7,7
57364,9,9,3,4,6
57365,2,0,1,0,7
57366,8,4,8,1,9
57367,2,2,6,4,8
57368,8,0,1,4,8
57369,2,9,8,7,4
57370,1,6,9,2,6
57371,2,5,9,5,0
57372,4,3,4,3,5
57373,9,5,6,6,1
57374,2,5,9,5,4
57375,0,7,3,2,5
57376,9,1,8,1,8
57377,6,4,5,6,4
57378,8,8,2,9,7
57379,1,4,4,1,5
57380,6,1,6,9,6
57381,8,9,7,5,9
57382,8,2,6,9,1
57383,3,6,0,5,6
57384,2,4,1,4,4
57385,2,0,8,0,2
57386,3,9,5,1,6
57387,5,4,3,8,1
57388,3,1,5,3,3
57389,1,1,1,0,6
57390,9,6,0,8,4
57391,9,4,3,6,0
57392,6,0,4,8,7
57393,9,2,3,4,9
57394,3,4,6,9,2
57395,5,2,7,2,7
57396,9,2,0,5,2
57397,2,7,2,1,6
57398,2,0,9,3,8
57399,8,1,9,1,1
57400,7,3,6,5,1
57401,1,5,0,2,5
57402,3,7,8,3,0
57403,3,1,7,3,7
57404,7,3,0,5,8
57405,3,8,9,1,4
57406,1,3,2,7,1
57407,8,9,8,7,0
57408,3,7,8,8,4
57409,4,3,0,8,1
57410,0,2,9,9,3
57411,9,6,6,8,4
57412,4,2,1,9,9
57413,2,9,2,6,9
57414,0,4,6,4,9
57415,8,0,4,8,7
57416,8,3,7,8,6
57417,0,1,8,2,5
57418,0,4,6,1,7
57419,5,7,0,0,1
57420,5,8,7,1,5
57421,2,6,5,1,1
57422,1,3,6,6,9
57423,1,5,0,2,6
57424,1,1,8,4,4
57425,7,2,5,2,6
57426,9,3,6,6,6
57427,3,1,2,9,6
57428,0,5,2,2,5
57429,0,4,9,3,1
57430,6,3,8,9,9
57431,6,7,3,8,0
57432,7,1,7,3,3
57433,8,1,2,7,1
57434,5,3,9,0,1
57435,2,2,2,9,5
57436,6,0,1,2,3
57437,1,7,6,2,0
57438,7,5,6,5,4
57439,3,1,2,4,4
57440,1,4,6,7,7
57441,4,4,9,5,5
57442,9,3,5,6,5
57443,2,9,3,9,7
57444,2,8,6,5,4
57445,3,4,9,3,1
57446,1,3,3,1,3
57447,8,4,5,3,8
57448,7,5,1,7,8
57449,1,8,7,9,5
57450,4,2,5,1,1
57451,6,0,2,6,7
57452,4,4,7,2,0
57453,1,1,6,2,4
57454,4,0,8,7,4
57455,8,4,1,8,9
57456,0,8,2,6,0
57457,5,9,9,4,4
57458,1,8,5,3,4
57459,0,2,9,2,8
57460,4,2,6,2,9
57461,4,0,9,5,4
57462,2,1,5,8,7
57463,7,3,3,0,4
57464,9,0,5,9,8
57465,1,8,7,2,5
57466,6,8,3,8,5
57467,0,8,2,8,6
57468,2,0,2,7,9
57469,1,7,5,3,3
57470,1,3,5,5,3
57471,0,9,6,0,5
57472,9,9,9,4,1
57473,8,5,2,3,0
57474,4,3,8,1,8
57475,9,1,7,2,0
57476,6,5,6,3,1
57477,9,9,1,3,9
57478,8,3,2,8,3
57479,7,5,7,6,0
57480,8,3,0,6,6
57481,5,6,8,9,1
57482,8,6,5,4,5
57483,4,7,4,7,1
57484,6,9,3,5,0
57485,7,5,6,9,5
57486,2,0,2,3,8
57487,6,7,2,2,6
57488,4,7,7,1,3
57489,3,6,6,0,1
57490,1,2,5,4,2
57491,1,2,4,3,8
57492,4,4,9,1,7
57493,0,2,1,9,0
57494,0,8,4,7,6
57495,9,6,2,1,1
57496,5,3,5,0,5
57497,3,1,2,1,8
57498,6,9,8,2,1
57499,5,9,5,2,7
57500,5,9,0,6,3
57501,9,3,8,3,4
57502,3,2,3,3,3
57503,0,8,6,1,4
57504,8,6,6,5,6
57505,6,0,8,2,1
57506,2,7,2,1,3
57507,0,2,8,6,6
57508,6,1,3,2,3
57509,7,9,0,8,6
57510,4,4,3,5,8
57511,6,3,4,7,6
57512,5,5,4,1,3
57513,2,8,7,4,5
57514,7,0,6,4,1
57515,3,3,2,8,4
57516,8,2,9,0,3
57517,7,0,6,9,2
